Link,Title,Location,Summary
https://kr.indeed.com/viewjob?jk=7a3bd948cb37d9bf,"[리얼클래스]백엔드 개발자 (Backend Developer, Python)",서울 강남구,통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>NoSQL
https://kr.indeed.com/viewjob?jk=87309d3ff40ead61,딥러닝 AI 개발 연구원,성남 수정구,시스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/viewjob?jk=c35e9b72a11aa338,[신입/경력] 의료영상/음성인식/생체신호 연구원,서울 서초구,게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=4fa967717bdeacf1,[TmaxFinTech/R&D] AI & FinTech 프론트엔드 개발자,성남 분당구,"전산관련 전공 - 반응형 디자인, 웹 접근성, 웹 표준을 고려한 UI 개발 경험이 있는 분 - Node.js, Python, PHP와 같은 다양한 언어 및 프레임워크 경험이 있는 분 - 테스트 및 배포 자동화 경험이 있는 분..."
https://kr.indeed.com/viewjob?jk=f0c7c08485085240,[마비노기모바일] 연구 개발 프로그래머,서울 강남구,"험을 풍성하게 할 기술 개발 작업에 참여합니다.- 머신러닝, VR 등 신기술을 탐색, 실험합니다.- C#, Python, Javascript 등 다양한 언어와 환경을 사용합니다. 인터넷·IT·통신·모바일·게임>게임(Game..."
https://kr.indeed.com/viewjob?jk=5e93a5813609a953,[SNOW] 렌더링 엔진 개발자,성남 분당구,"활용 경험 - Java, Swift(Objective C), Lua, Python 등 다양한 언어 경험 - Computer Graphics 이해 인터... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=286fb10394b17d67,[데이터실] (경력/신입) 카카오 데이터실 Data Scientist / Data Engineer 모집,성남 판교역,"기술이 비즈니스 가치로 변모할 수 있는 그 가능성에 집중합니다. 지원자격 [공통 필수사항] Go, Python, Scala, Java, C/C++ 중 하나 이상의 언어에 능숙하신 분 SQL 또는 HiveQL에 능숙하신..."
https://kr.indeed.com/viewjob?jk=fba0da3b5f92de95,인공지능(AI) 경력 정규직,서울 마포구,Python 언어를 구사하실 수 있으신 분- 4년제 대학 컴퓨터공학 관련 학과 졸업 예정 도는 졸업자- 딥러닝/ 머신러닝에 대한 이해가 있으신 분- 해외 여행에 결격 사유가 없으신 분[자격요건 (경력)] - Python 언어...
https://kr.indeed.com/viewjob?jk=554e814302b8a380,딥러닝 통한 인공지능 솔루션 개발자,서울 송파구,무관 (신입도 지원 가능)ㆍ기계학습과 딥러닝에 대한 전문 지식을 갖추고 관련 프로젝트 경험이 있으신 분ㆍ Python 기반의 머신러닝 프레임워크 사용 경험이 있으신 분ㆍ딥러닝 기반의 인공지능 솔루션 개발 경험이 있으신 분 1...
https://kr.indeed.com/viewjob?jk=dc7d762fde27ebce,데이터 분석 및 지표 설계,경기도 성남,"활하신 분 - 스프레드시트, Excel 등을 활용하여 데이터 검토가 가능하신 분 [우대사항] - R, Python 등 데이터 분석을 위한 개발언어 스킬을 보유하신 분 - 미디어플랫폼 비즈니스 경험이 있거나 관심이 있으..."
https://kr.indeed.com/viewjob?jk=e764b919165b8d3e,데이터처리 플랫폼 개발자,성남 판교역,"데이터 수집, 처리 및 지표 분석 경험 - 데이터 기반의 문제해결 역량 및 논리적 사고 - Java, Python, Scala 중 최소 1가지 언어를 이용한 데이터 분석 및 소프트웨어 개발 역량 - SQL을 이용한 데이..."
https://kr.indeed.com/viewjob?jk=98ce1ef0d218d8c0,"누리기술 C++, Python 소프트웨어 개발자",대구 수성구,"[직무내용] C++, python 을 이용한 소프트웨어 및 펌웨어 개발[기계펌웨어개발 > 펌웨어 기본설계]펌웨어 기능 정의하기,펌웨어 구조 설계하기,펌웨어 설계 검증하기[기계펌웨어개발 > 펌웨어 구조설계]펌웨어 UI 설계하기..."
https://kr.indeed.com/viewjob?jk=ad695cb2c767be8b,AI Research Engineer Intern,서울,optimization strategies. Programming skills with Python/C++. Experience working with one or more deep learning frameworks...
https://kr.indeed.com/viewjob?jk=bdcfb8150f3beed4,"[양재역] AI/빅데이터 Data Scientist (석,박사)",서울 서초구,"능력 - 데이터를 읽고 쓰고 살펴보기 위한 프로그래밍 코딩(예. R, Python, MatLab, TensorFlow 등)의 이해와 활용능력 - 데이... 프로그래밍 코딩(예. R, Python, MatLab, TensorFlow..."
https://kr.indeed.com/viewjob?jk=1826a21949fcd32b,"AI연구원(NLP, CV) (일6시간, 주5일)",서울 강서구,"자연어처리(NLP), Python, TensorFlow 모집학력 학력무관 인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신..."
https://kr.indeed.com/viewjob?jk=cc3862d1bc48513b,"인공지능(AI), Python(응용프로그램 개발자) 외 신입/경력 정규직",서울 성북구,"(주)쿠노소프트 인공지능(AI), Python 외 신입/경력 정규직 채용... 래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Visual C++(MFC..."
https://kr.indeed.com/viewjob?jk=7737347fd9e94c01,웹 크롤러 전문가,서울 중구,"Kubernetes 등 데이터 처리 경험- Elasticsearch, RDBMS(MySQL) 운영 경험- Python, Java, Scala 등 개발 숙련자- Linux 시스템 개발 및 운영 경험- OS/네트워크/자료구조 등..."
https://kr.indeed.com/viewjob?jk=e927a1b47b643953,데이터 사이언티스트,서울,유를 위한 원활한 커뮤니케이션 능력 • 긍정적인 사고 *Preference... 영어 회화 • Python or R을 활용한 프로그래밍 능력. • 데이터 시각화 혹은 데이터 분석 능력 • 통계 지식 근무 형태...
https://kr.indeed.com/viewjob?jk=016de9bb83a8032d,JR0186078 AI Research Engineer Intern,서울,"architectures, and optimization strategiesProgramming skills with Python/C++Experience working with one or more deep learning..."
https://kr.indeed.com/viewjob?jk=51df90967b46e8f0,[외국계 스타트업 미소] Business Analyst,서울,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>MySQL|인터넷·IT·통신·모바일·게임>데이터베이스...
https://kr.indeed.com/viewjob?jk=33b56ce32901a5bc,현대백화점 H.Point팀 데이터 분석/기획 경력,서울 삼성역,"적용 모델링 - OLAP툴, R, Python, SQL 등 활용 분석 수행 및 리포팅 - 학사 이상 학위 취득자 - OLAP툴 사용 경험(3년 이상) - R, Python, SQL 등 심화 분석툴 경험(2년..."
https://kr.indeed.com/viewjob?jk=71c47ac87bb4087e,기술 인턴 인공지능 응용 연구/개발 인턴,서울 관악구,"6개월) (협의) *모집 절차: 서류 à인터뷰(오프라인) *지원 자격: 프로그래밍 언어 활용 능력: Python, C, C++ 중 1가지 이상 데이터구조, 알고리즘 과목 이수 머신러닝과 딥러닝의 기본 개념 이해 머신러닝..."
https://kr.indeed.com/viewjob?jk=22ffe020e40de675,[포티투마루] 인공지능(AI) 개발자 전 부문,서울 서초구,인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=bec33b19427238a4,(주)작당모의 앱 개발자,서울 서초구,"1. 백엔드 개발 1년이상, OOP/Function Language 개발 가능, AWS 개발 경험 등 2. Python Django 개발, Nodejs React 개발, MySQL 개발 경험 등 3. React Native..."
https://kr.indeed.com/viewjob?jk=34a2d1b21fec22ef,Python / JAVA / C# WPF 솔루션 개발 신입 및 경력사원,서울 금천구,Python 개발 - 솔루션 개발 자격요건- 학력 : 대졸 이상(4년)- 경력 : 신입 및 경력 3년 ~ 5년우대사항- 정보처리기사- 인근거주자- 해당직무 근무경험자 인터넷·IT·통신·모바일·게임>웹프로그래머> Python...
https://kr.indeed.com/viewjob?jk=87d1b6e81947eda3,"자율주행, 인공지능(AI) 외 신입/경력 계약직, 인턴",대구 달성군,"신입도 지원 가능)ㆍ학력 : 학사이상(컴퓨터공학/기계공학/전기전자/자동차공학 계열 전공자)ㆍ필요기술 : Python, C++ㆍ해외 여행에 결격 사유가 없는자[우대사항]ㆍ자율주행 대회 참여 혹은 프로젝트 수행 경험 보유자ㆍ..."
https://kr.indeed.com/viewjob?jk=67c19d7ac0857ecd,빅데이터 분야,서울,"데이터 분석 모형 개발 ① R, Python, SQL 등 데이터 분석 도구... 분석 관련 자격 보유(빅데이터분석기사, ADsP, ADP 등) - R/ Python/SQL 등을 사용하여 데이터를 핸들링하고 대규모 데이터 셋에서 분석..."
https://kr.indeed.com/viewjob?jk=53c7c22b9dacbbe3,서버 개발자 Python(Django) Developer (경력),서울 마포구,유관직무 경력자 우대 서버 개발자 Python(Django) Developer... 있습니다.■ 자격 요건 인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=d907329ce83b7fc7,ESS 기반 에너지 블록체인 전력거래 서비스 추가 개발 및 운영 백엔드 개발자,서울 강북구,"격요건]경력사항: 신입, 경력()학력사항: 학력무관직무기술: Node.js, javascript, AWS, Python 1 명 근무조건 고용형태: 계약직(근무기간 협의 후 결정, 수습기간 3개월, 정규직 전환검토), 프리랜서..."
https://kr.indeed.com/viewjob?jk=a5680079cf9c5a5c,[플레이채팅 유닛(CIC)] 서버 개발자 영입,성남 판교역,"분 AWS, GCP등의 클라우드 기반에서 개발 경험 있으신 분 C++, Java, Kotlin, Go, Python, Javascript 등 하나 이상의 프로그래밍 언어에 능숙하신 분 논리적이고 체계적인 문제 해결 능력 및..."
https://kr.indeed.com/viewjob?jk=08d4b5cc3b4c777d,금융 AI 기술 연구 개발자 모집,성남 판교역,"및 연구/문제 해결 능력 - Python 언어에 능숙하신 분 2. 해당직... Recognition, Data/Text Mining 경험 보유 - Python, SQL 활용 우대사항 - AI 관련 전공자 - 금융 도메인에 대한..."
https://kr.indeed.com/viewjob?jk=abdc136f65ceddd4,AI 분야,서울,"무를 경험하면서 조직과 함께 성장하고 싶으신 마인드를 보유하신 분 - Python 및 PyTorch, Tensorflow 등과 같은 딥러닝 프레임워크... 경력자 가능 - C/C++, Python, 딥러닝 프레임워크(PyTorch..."
https://kr.indeed.com/viewjob?jk=c04680232735292a,가상자산 트레이딩 / 시스템 개발자,서울 강남구,및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다. 금융·보험·증권>투자·분석·증권·외환>자산관리|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++
https://kr.indeed.com/viewjob?jk=7d25ed345d03c120,빅데이터 플랫폼(인프라) 운영 담당자 영입,성남 분당구,"SSO/LDAP/Sentry/Ranger 등 인증/권한 관리 기술 이해가 가능하신 분• Jupyter/ Python/R 등 활용 위한 데이터 분석 환경 구축을 경험해보신 분• 실시간 데이터 처리 시스템 구축, 운영 경험을 보유..."
https://kr.indeed.com/viewjob?jk=ba7f56279571beb0,"2022년 6월 경력사원 (자동차전지생산/PM, 소형전지생산)",청주 오창읍,"개발 - 빅데이터 분석 및 머신러닝/딥러닝 시스템 개발 필수사항 - Python 프로그래밍 경험자 우대사항 - 영어/중국어/폴란드어 회화 가능자 - Python 사용 가능자 (Pytorch, Tensorflow, Pandas..."
https://kr.indeed.com/viewjob?jk=1b43aff116704c72,컴파일러 엔지니어(딥엑스),성남 분당구,통신·모바일·게임>빅데이터·AI(인공지능)>비전인식|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=5758726ce4b7479b,네이버 파이낸셜 플랫폼 운영,성남 서현동,"Docker(kubernetes) 및 어플리케이션 배포 전략 지식 보유 - Shell script, python 및 web framework 등 기타 프로그래밍 언어 활용 가능 - 국가보훈대상자 및 장애인은 법령에 의거..."
https://kr.indeed.com/viewjob?jk=4194fa0c47e2f401,[유명 저축은행] 데이터사이언스 경력 정규직,서울,"RISK 분석 경험자 3) R, Python, 엑셀 활용 가능자 제이엔커리... CSS, R, PYTHON, 리스크분석기타: 1) CSS 운영, 관리 경험자 2) 금융 RISK 분석 경험자 3) R, Python, 엑셀 활용 가능..."
https://kr.indeed.com/viewjob?jk=bc66b08b52a36821,Server Developer (Platform) (토스증권),서울 강남구,"시키는 작업을 해요.또한, 전체적인 관점에서 좋은 아키텍처에 대 인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python"
https://kr.indeed.com/viewjob?jk=ac9068957c550cb3,데이터 전문가(모델러/분석가/엔지니어) 모집,성남 판교역,대용량 데이터를 효율적으로 사용하기 위한 기반 데이터 가공 지원자격 데이터 사이언스를 위한 언어(R/ Python/Scala) 및 도구(scikit-learn/Spark MLlib/Tensorflow/Pytorch 등)를...
https://kr.indeed.com/viewjob?jk=0b6a9a5d9d6b7a35,Data Engineer & Scientist,서울 영등포구,"Athena, Google Firebase/BigQuery 등) - Unix/Linux 환경 경험 - 3년 이상 Python/R/SQL/NoSQL Scripting Language 사용 및 협업 경험 우대사항 - 엔터프라이즈..."
https://kr.indeed.com/viewjob?jk=edffc86ba79fbfb1,여행사업본부 6월 정기,서울특별시,"홈페이지 리뉴얼 개발 지원 [필요역량] 개발언어: java (필수), python (우대) 개발프레임워크: Spring Framework (필수... 요역량] 개발언어: java (필수), python (우대) 개발프레임워크..."
https://kr.indeed.com/viewjob?jk=c36d1ebeab7c7987,22년 하반기 임용 공개,대전 유성구,게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>로봇소프트웨어개발자... 기획·전략>전략기획|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
https://kr.indeed.com/viewjob?jk=a0ca2e61e3223904,SW 개발 직군,성남 분당구,"Embedded Linux 기반 C, C++ 언어 사용- Windows용 카메라 제어 Tool(C#, Python 등) 개발O명판교한화인 1:1 문의하기 인터넷·IT·통신·모바일·게임>전산·IT기술지원>S/W 엔지니어|인터넷..."
https://kr.indeed.com/viewjob?jk=e91b5984e7f5d3fd,"데이터베이스개발자, 웹개발 신입/경력 정규직",서울 영등포구,"개발자 ㆍCss/html 등 웹디자인 관련 유경험자 ㆍ자바스크립트, Python, C++, 닷넷 등 ㆍNode, Selenium, electron... 관련 유경험자ㆍ자바스크립트, Python, C++, 닷넷 등 ㆍNode..."
https://kr.indeed.com/viewjob?jk=95050187bed82519,공정/장비 분야 경력사원,경기도 파주,"알고리즘) 업무 유경험자 - DX 관련 Coding 자격증 보유자( Python, RPA, R Programing 등) 담당업무 - 공정 및 불량... 통계분석, 데이터 모델링, Python, R Programing 가능자..."
https://kr.indeed.com/viewjob?jk=efbdc992a27a51ca,웹프로그래머 (FrontEnd) 기업부설연구소 연구원 #python #js #FullStack #모바일,서울 용산구,"데이터 수집, 분석 및 가공 에 관련된 프로그램 개발 ( Python) REST API개발( Python)# 우대사항 javascript 개발경험 필수 python 개발 유경험자 우대 Android, iOS 개발 유경험자 우대..."
https://kr.indeed.com/viewjob?jk=f42242989b39b5e1,자동차 전장 ADAS SW 분야 전문가,서울 강서구,multi-view geometry - 중급 이상 C/C++/ Python 개발 및 computer vision관련 tool 활용 가능... 트롤 - 중급 이상 C/C++/ Python/MATLAB 및 computer...
https://kr.indeed.com/viewjob?jk=bfdab41ec9b9469f,PM(서비스/개발),서울 영등포구,"Data Science 제반 지식, AWS/GCP 등 Cloud 기반 서비스 관련 프로젝트 업무 경험 - Python, JAVA, RESTAPI, Database 등 개발 관련 언어/기술 이해 역량 우대 - AWS, GCP..."
https://kr.indeed.com/viewjob?jk=1a059b2ec03cd48d,2022년 6월 R&D(CTO) 경력사원 (Pack),과천 과천시,Coding 능력 보유( python or matlab or C/C++) -. 박사 학위 소지자 우대사항 -. Multi-physics 연성 해석 경력 보유 -. Coding 능력 보유 ( python or matlab or C...
https://kr.indeed.com/viewjob?jk=337161876837f7e3,"주니어 백엔드 개발자 경력직, 정규직",서울 중구,"및 직급/직책]근무부서: 개발팀직급/직책: 팀원 [자격요건]• 최소 1년 이상의 실무 경험이 있으신 분• Python, Typescript, Node.js 등 하나 이상에 대한 프로그래밍 실무 경험이 있으신 분• 기본적인..."
https://kr.indeed.com/viewjob?jk=0dad27533fee10c3,[마블러스] 백엔드 개발자 주니어/시니어,대한민국,"Kotlin도 함께 다룰줄 아시는 분ㆍ Python으로 서버 개발 경험 있으시거나 언어를 두 개(Java, Python) 해도 괜찮으신 분ㆍ코드리뷰... 7년 이상ㆍJava 또는 python을 다룰줄 아시는 분ㆍ Spring..."
https://kr.indeed.com/viewjob?jk=3e33fb90418e675a,[INEEJI]예측/최적화 서비스 AI 엔지니어/프론트엔드 개발자,성남 수정구,"개발자 모집직무 인공지능(AI)·빅데이터, 인공지능(AI), 머신러닝, Python, 빅데이터, TensorFlow, 웹개발, 프론트엔드, Python, 백엔드, Java·JSP 모집학력 대학교(4년) 인터넷·IT·통신·모바..."
https://kr.indeed.com/viewjob?jk=5ab0b45dfa93411b,Data Engineer 신입사원,서울 강남구,"분류, 개인정보 비식별화, 불량 코퍼스 필터링 등 다양한 ML 프로젝트 (예정)[자격요건]- Julia / Python / R 중에서 자신 있는 프로그래밍 언어가 있는 분- 하나의 데이터도 놓치지 않고 꼼꼼하게 관리할 수..."
https://kr.indeed.com/viewjob?jk=35f0a25dee5f3312,딥러닝 알고리즘 및 응용 Engineer,성남 분당구,모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=fba62327a0162ba7,교육/ 플랫폼 개발/운영 경력사원,서울 중구,"웹 어플리케이션 개발, 운영 실무자 (2년 이상)○ JAVA, Python 등 하나 이상의 개발 언어 사용 가능자○ Spring Framework를... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=0a57a69a13126ff5,셀프 인테리어 위한 AI 플랫폼 서비스 개발자,성남 분당구,이상의 python 또는 node.js실무 개발경험이 있는 분 -Restful API에 대한 이해와 실무경험이 있는 분 인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python...
https://kr.indeed.com/viewjob?jk=78e99625e5de3c95,전문연구요원 (병역특례) 수시 (AI / HW 분야),성남 분당구,"모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, python, perl 사용 원활..."
https://kr.indeed.com/viewjob?jk=8e60094702b4fe05,웹시스템 및 솔루션 분야 프로그래머 및 웹퍼블리셔,서울 금천구,"년 이하)학력사항: 대학(2,3년)졸업 이상직무기술: 웹프로그래밍, 웹개발, 자바, JQUERY, AJAX, PYTHON, 리눅스, SPRING, JAVASCRIPT, MYSQL, MYBATIS, 응용프로그래밍, 응용프로그램..."
https://kr.indeed.com/viewjob?jk=464a044f941e8876,데이터 수집(파이썬 기반 스크래핑),서울 영등포구,분 인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>HTML·퍼블리싱...
https://kr.indeed.com/viewjob?jk=ab343169e15935b1,연구소 Robotics Perception 개발자 (병역특례 가능),성남 분당구,전자·기계·기술·화학·연구개발>기계·금속·재료>기술연구소|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++
https://kr.indeed.com/viewjob?jk=8becbf73bbda7c96,2019 Military Service Exemption Position Available at the IB...,울산 언양읍,"least one programming language... Fortran, C/C++, Python, …; Experience... managing high performance computational..."
https://kr.indeed.com/viewjob?jk=3423a48e17bafd9c,[진행중] 빅데이터사업부 전문직(데이터 사이언티스트) 채용공고,서울 회현동,"컴퓨터공학)/수학/통계 관련 전공자 - 은행, 카드, 보험 등 금융 데이터 활용 분석 경험 보유자 - Python/R/Java 등 분석 및 프로그래밍 언어 사용 경험자 - 상품 추천, 이탈 예측, VOC 분석(STT..."
https://kr.indeed.com/viewjob?jk=8b89b0c903e7be72,리테일영업팀,서울 강남구,"주식회사 키움예스저축은행 리테일영업팀 채용 모집부문 및 자격요건 .auto-style1 { border-left: 0px solid rgb(204, 204, 204); border-right: 1px solid rgb…"
https://kr.indeed.com/viewjob?jk=71b3096554f36014,2022년 제조 장비 지능화 AI융합 인재양성 과정 교육생,성남 분당구,인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머>Python|인터넷·IT·통신·모바일·게임>응용프로그래머…
https://kr.indeed.com/viewjob?jk=09562786e8554cd5,컴퓨터비전 개발자 경력 정규직,서울 성동구,"라이트비전(주) 컴퓨터비전 개발자 경력 정규직 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무]• 인공지능 주차공유 서비스 개발에 참여하여 입력된 CCTV 카메라 영상에서 차량 검출/추적, 보행자 검출 등을…"
https://kr.indeed.com/viewjob?jk=ba93c75654858cc9,ML Engineer (토스),서울 강남구,"합류하게 될 팀에 대해 알려드려요토스의 ML Engineer는 Data Scientist, Server Developer, Product Manager 등과 함께 ML팀에 속해있어요.ML팀은 토스에서 사용되는 방대한…"
https://kr.indeed.com/viewjob?jk=e2fa538d5fd48fd4,[악성코드/네트워크] 2022년 AI보안 기술개발 인력양성과정 교육생,서울,전국 대학교 재학생(휴학생 포함)으로 기본적인 글쓰기 및 SNS 활용능력을 갖춘 자(현재SNS 운영중인 재학생 우대) 인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP…
https://kr.indeed.com/viewjob?jk=34a2d1b21fec22ef,Python / JAVA / C# WPF 솔루션 개발 신입 및 경력사원,서울 금천구,"이지지아이에스 Python / JAVA / C# WPF 솔루션 개발 신입 및 경력사원 채용 회사소개이지지아이에스 주식회사는 빅데이터 전문, IT 컨설팅 회사로 2018년 4월 24일 법인 설립 하였습니다.국내 최초로…"
https://kr.indeed.com/viewjob?jk=1cc7e4f43c00bfdb,Data Analyst (토스페이먼츠),서울 강남구,"토스페이먼츠 소개2020년 8월 3일 공식 출범한 토스페이먼츠는 대한민국 전자결제 시장을 새롭게 바꿔나가는 것을 목표로 합니다. 온라인과 모바일 커머스 시장의 확대에 따라 일상 생활에서 뗄 수 없는 결제 서비스,…"
https://kr.indeed.com/viewjob?jk=ac9068957c550cb3,데이터 전문가(모델러/분석가/엔지니어) 모집,성남 판교역,직원 유형 정규직 영입인원 0 명 조직소개 기본적으로 데이터로 할 수 있는 일이라면 제한을 두지 않고 진행합니다. 카카오 생태계 전반의 데이터를 다루며 다양한 기술과 아이디어를 실험할 수 있습니다. 분석 및…
https://kr.indeed.com/viewjob?jk=edffc86ba79fbfb1,여행사업본부 6월 정기,서울특별시,"모집부문 및 직무소개 소속팀 직무 경력기간 직무 상세내용 여행IT혁신팀 IT기획 8년 ~12년 (과장~차장급) [담당업무] Web 서비스, 업무시스템 기획 및 서비스 [필요역량] 웹 서비스 기획…"
https://kr.indeed.com/viewjob?jk=f54bac6c78fd3240,코딩에 빠진 수퍼 개발자 (펌웨어 개발),성남 수정구,"(주)에바 코딩에 빠진 수퍼 개발자 모집 (펌웨어 개발) 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무]ㆍ경력 1~10년의 개발자를 선발하고자 합니다. 당사 개발하는 충전기 및 여러 장치를 위한 HW 개발 시,…"
https://kr.indeed.com/viewjob?jk=87309d3ff40ead61,딥러닝 AI 개발 연구원,성남 수정구,해외 여행에 결격사유가 없는 분 주식회사 베이리스 딥러닝 AI 개발 연구원 모집 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무] IT 프로젝트에서 딥러닝 AI 분야 담당 [근무부서 및 직급/직책] 근무부서:…
https://kr.indeed.com/viewjob?jk=19da3484bd7a72f1,Machine Learning R&D 연구원,서울 서초구,"● 지원자격 ㆍ경력 : 무관 (신입도 지원 가능) ㆍ최신 딥러닝, 기계학습 이론에 대한 이해 및 구현 역량 ㆍPython, TnsorFlow, C/C++, TensorRT 등 프로그래밍 실무 역량 ㆍ팀워크 및 의사소통의…"
https://kr.indeed.com/viewjob?jk=7df915e1f0f86b2d,Software Architecture 설계 엔지니어,성남 분당구,(주)딥엑스 Software Architecture 설계 엔지니어 회사소개 ㈜딥엑스는 국내 최초 엣지 응용을 위한 인공지능 기술 및 신경망 처리장치(NPU)를 개발하는 회사입니다. 저희 회사는 NPU의 경량화와 전력…
https://kr.indeed.com/viewjob?jk=c1b4bcaba77f69ed,"Spec, Software Quality Engrg",서울 강남구,"Position Summary As a member of our software Quality Assurance team, you will be primarily responsible for the test and…"
https://kr.indeed.com/viewjob?jk=ecb3336954ab1c4c,국제경제/원자재시장 애널리스트 안내(병특 포함),서울 마포구,"글로벌 상품 시장 분석에 관심있는 해외 여행에 결격 사유가 없는 4년제 대출 이상 남녀 학력: 대졸이상 (졸업예정자 가능) 경력: 신입·경력 [우대조건] 경제관련 애널리스트 경력자 석박사학위 수여자 전공: 경영학, 경제학…"
https://kr.indeed.com/viewjob?jk=5ab0b45dfa93411b,Data Engineer 신입사원,서울 강남구,"Data Engineer 신입사원 채용"" 강한 책임감을 가지고 동료들과 소통하는 동료를 찾습니다! ""플리토는 2012년에 설립된 언어 데이터 전문 기업으로 집단지성, 아케이드 등자체 플랫폼을 통해 텍스트, 이미지, 음성…"
https://kr.indeed.com/viewjob?jk=3f0f191d14a3e282,AI-DX/메타버스/차세대추진단 6월 정기 수시,서울 중구,0입사지원 기간: 6.20(월) - 07.03(일) 모집부문 및 직무소개 소속팀 직무 경력기간 직무 상세내용 인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터…
https://kr.indeed.com/viewjob?jk=7854bb87f9a168fb,Cloud 부문,서울,"Back-End 개발 * Our Job (앞으로 저희와 함께하실 일들이에요.) * -Cloud 서비스 Application 개발하고 Cloud 서버를 운영해요. -카메라, 저장장치 연동한 Cloud기반 서비스를 개발해요…"
